key,img_id,v1,v2,o1,o2,Type,Subtype,Task_template,Context,Label
0_l_a_0007_o.jpg,l_a_0007_o.jpg,the lion,withered,a lion,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a lion and a tree in the savannah. It is withered. ,0
1_l_a_0007_o.jpg,l_a_0007_o.jpg,the tree,withered,a tree,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a lion and a tree in the savannah. It is withered. ,1
0_l_a_0008.jpg,l_a_0008.jpg,the backpack,handy,a backpack,a carrot,Logical,Anaphora,Would [v1] be handy after took out of the backpack?,I took the water bottle out of the backpack. ,0
1_l_a_0008.jpg,l_a_0008.jpg,the backpack,lighter,a backpack,a carrot,Logical,Anaphora,Would [v1] be lighter after took out of the backpack?,I took the water bottle out of the backpack. ,1
0_l_a_0008_n.jpg,l_a_0008_n.jpg,the cream,red,a girl,a carrot,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put a cherry on the top of the cream. ,0
1_l_a_0008_n.jpg,l_a_0008_n.jpg,the cherry,red,a cherry,a carrot,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put a cherry on the top of the cream. ,1
0_l_a_0008_n_o.jpg,l_a_0008_n_o.jpg,the knife,tasty,a knife,a carrot,logical,Anaphora,Is [v1] [v2] ?,There is an apple and a knife on the table. It is tasty. ,0
1_l_a_0008_n_o.jpg,l_a_0008_n_o.jpg,the apple,tasty,an apple,a carrot,logical,Anaphora,Is [v1] [v2] ?,There is an apple and a knife on the table. It is tasty. ,1
0_l_a_0008_o.jpg,l_a_0008_o.jpg,the apple,sharp,an apple,a carrot,logical,Anaphora,Is [v1] [v2] ?,There is an apple and a knife on the table. It is sharp. ,0
1_l_a_0008_o.jpg,l_a_0008_o.jpg,the knife,sharp,a knife,a carrot,logical,Anaphora,Is [v1] [v2] ?,There is an apple and a knife on the table. It is sharp. ,1
0_l_a_0010.jpg,l_a_0010.jpg,the fish,tasty,a fish,an iPhone,Logical,Anaphora,It was tasty. Does it refer to [v1] ?,The fish ate the worm. ,0
1_l_a_0010.jpg,l_a_0010.jpg,the fish,hungry,a fish,an iPhone,Logical,Anaphora,It was hungry.Does it refer to [v1] ?,The fish ate the worm. ,1
0_l_a_0010_n.jpg,l_a_0010_n.jpg,the cream,red,a boy,an iPhone,logical,Anaphora,Is the color of [v1] [v2] ?,The boy put a cherry on the top of the cream. ,0
1_l_a_0010_n.jpg,l_a_0010_n.jpg,the cherry,red,a cherry,an iPhone,logical,Anaphora,Is the color of [v1] [v2] ?,The boy put a cherry on the top of the cream. ,1
0_l_a_0010_n_o.jpg,l_a_0010_n_o.jpg,the cat,empty,a cat,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a basket by the fireplace. It is empty. ,0
1_l_a_0010_n_o.jpg,l_a_0010_n_o.jpg,the basket,empty,a basket,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a basket by the fireplace. It is empty. ,1
0_l_a_0010_o.jpg,l_a_0010_o.jpg,the basket,sleepy,a basket,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a basket by the fireplace. It is sleepy. ,0
1_l_a_0010_o.jpg,l_a_0010_o.jpg,the cat,sleepy,a cat,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a basket by the fireplace. It is sleepy. ,1
0_l_a_0011.jpg,l_a_0011.jpg,the chewing gum,in,a lock,a cat,Logical,Anaphora, I couldn't get it in. Does it refer to [v1] ?,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum. ",0
1_l_a_0011.jpg,l_a_0011.jpg,the chewing gum,out,a lock,a cat,Logical,Anaphora, I couldn't get it out. Does it refer to [v1] ?,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum. ",1
0_l_a_0011_n.jpg,l_a_0011_n.jpg,the espresso,white,a woman,a cat,logical,Anaphora,Is the color of [v1] [v2] ?,The woman put salt into a a cup of espresso. It is white. ,0
1_l_a_0011_n.jpg,l_a_0011_n.jpg,the salt,white,a woman,a cat,logical,Anaphora,Is the color of [v1] [v2] ?,The woman put salt into a a cup of espresso. It is white. ,1
0_l_a_0011_n_o.jpg,l_a_0011_n_o.jpg,the dog,open,a dog,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a dog and a gate by the house. It is open. ,0
1_l_a_0011_n_o.jpg,l_a_0011_n_o.jpg,the gate,open,a gate,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a dog and a gate by the house. It is open. ,1
0_l_a_0011_o.jpg,l_a_0011_o.jpg,the gate,running,a gate,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a dog and a gate by the house. It is running. ,0
1_l_a_0011_o.jpg,l_a_0011_o.jpg,the dog,running,a dog,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a dog and a gate by the house. It is running. ,1
0_l_a_0012.jpg,l_a_0012.jpg,the cat,bottom,a cat,a banana,logical,Anaphora,Did [v1] wait at the bottom?,"The dog chased the cat, which ran up a tree. It waited at the bottom. ",0
1_l_a_0012.jpg,l_a_0012.jpg,the cat,top,a cat,a banana,logical,Anaphora,Did [v1] wait at the top?,"The dog chased the cat, which ran up a tree. It waited at the top. ",1
0_l_a_0012_n.jpg,l_a_0012_n.jpg,the espresso,white,a man,a banana,logical,Anaphora,Is the color of [v1] [v2] ?,The man put salt into a a cup of espresso. It is white. ,0
1_l_a_0012_n.jpg,l_a_0012_n.jpg,the salt,white,a man,a banana,logical,Anaphora,Is the color of [v1] [v2] ?,The man put salt into a a cup of espresso. It is white. ,1
0_l_a_0012_n_o.jpg,l_a_0012_n_o.jpg,the coffee,red,a cup,a banana,logical,Anaphora,Is [v1] [v2] ?,The woman put a strawberry into a cup of iced coffee. It is red. ,0
1_l_a_0012_n_o.jpg,l_a_0012_n_o.jpg,the strawberry,red,a strawberry,a banana,logical,Anaphora,Is [v1] [v2] ?,The woman put a strawberry into a cup of iced coffee. It is red. ,1
0_l_a_0012_o.jpg,l_a_0012_o.jpg,the milk,dark brown,a girl,a banana,logical,Anaphora,Is [v1] [v2] ?,The girl put a coffee bean into a mug of steamed milk. It is dark brown. ,0
1_l_a_0012_o.jpg,l_a_0012_o.jpg,the coffee bean,dark brown,a mug,a banana,logical,Anaphora,Is [v1] [v2] ?,The girl put a coffee bean into a mug of steamed milk. It is dark brown. ,1
0_l_a_0013.jpg,l_a_0013.jpg,the roof,removed,a tree,a basketball,logical,Anaphora,Do I have to get [v1] removed?,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it removed. ",0
1_l_a_0013.jpg,l_a_0013.jpg,the roof,repaired,a tree,a basketball,logical,Anaphora,Do I have to get [v1] repaired?,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired. ",1
0_l_a_0013_n.jpg,l_a_0013_n.jpg,the espresso,white,a girl,a basketball,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put salt into a a cup of espresso. It is white. ,0
1_l_a_0013_n.jpg,l_a_0013_n.jpg,the salt,white,a girl,a basketball,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put salt into a a cup of espresso. It is white. ,1
0_l_a_0013_n_o.jpg,l_a_0013_n_o.jpg,the scalpel,signed,a scalpel,a basketball,logical,Anaphora,Is [v1] [v2] ?,The man carried the scalpel and the consent form. It is signed. ,0
1_l_a_0013_n_o.jpg,l_a_0013_n_o.jpg,the consent form,signed,a man,a basketball,logical,Anaphora,Is [v1] [v2] ?,The man carried the scalpel and the consent form. It is signed. ,1
0_l_a_0013_o.jpg,l_a_0013_o.jpg,the mug,folded,a mug,a basketball,logical,Anaphora,Is [v1] [v2] ?,The woman held a thin paper napkin and a blue ceramic mug. It is folded. ,0
1_l_a_0013_o.jpg,l_a_0013_o.jpg,the napkin,folded,a napkin,a basketball,logical,Anaphora,Is [v1] [v2] ?,The woman held a thin paper napkin and a blue ceramic mug. It is folded. ,1
0_l_a_0017.jpg,l_a_0017.jpg,the gang members,stop,persons,an iPhone,logical,Anaphora,Were [v1] trying to stop the drug trade in the neighborhood?,The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood. ,0
1_l_a_0017.jpg,l_a_0017.jpg,the gang members,run,persons,an iPhone,logical,Anaphora,Were [v1] trying to run the drug trade in the neighborhood?,The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood. ,1
0_l_a_0017_n.jpg,l_a_0017_n.jpg,the espresso,white,a boy,an iPhone,logical,Anaphora,Is the color of [v1] [v2] ?,The boy put salt into a a cup of espresso. It is white. ,0
1_l_a_0017_n.jpg,l_a_0017_n.jpg,the salt,white,a boy,an iPhone,logical,Anaphora,Is the color of [v1] [v2] ?,The boy put salt into a a cup of espresso. It is white. ,1
0_l_a_0017_n_o.jpg,l_a_0017_n_o.jpg,the cat,open,a cat,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a box in the living room. It is open. ,0
1_l_a_0017_n_o.jpg,l_a_0017_n_o.jpg,the box,open,a box,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a box in the living room. It is open. ,1
0_l_a_0017_o.jpg,l_a_0017_o.jpg,the shovel,melting,a shovel,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a snowman and a shovel on the front lawn. It is melting. ,0
1_l_a_0017_o.jpg,l_a_0017_o.jpg,the snowman,melting,a snowman,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a snowman and a shovel on the front lawn. It is melting. ,1
0_l_a_0018.jpg,l_a_0018.jpg,the cake,leftovers,a cake,a tree,logical,Anaphora,Does [v1] have a lot of leftover in it?,I put the cake away in the refrigerator. It has a lot of leftover in it. ,0
1_l_a_0018.jpg,l_a_0018.jpg,the cake,butter,a cake,a tree,logical,Anaphora,Does [v1] have a lot of butter in it?,I put the cake away in the refrigerator. It has a lot of butter in it. ,1
0_l_a_0018_n.jpg,l_a_0018_n.jpg,the crow,white,a crow,an iPhone,logical,Anaphora,Is the color of [v1] [v2] ?,The woman feed the crow with milk. It is black. ,0
1_l_a_0018_n.jpg,l_a_0018_n.jpg,the milk,white,a woman,an iPhone,logical,Anaphora,Is the color of [v1] [v2] ?,The woman feed the crow with milk. It is black. ,1
0_l_a_0018_n_o.jpg,l_a_0018_n_o.jpg,the knife,unevenly cut,a knife,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cake and a knife on the table. It is unevenly cut. ,0
1_l_a_0018_n_o.jpg,l_a_0018_n_o.jpg,the cake,unevenly cut,a cake,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a cake and a knife on the table. It is unevenly cut. ,1
0_l_a_0018_o.jpg,l_a_0018_o.jpg,bird,open,a bird,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a bird and a cage by the window. It is open. ,0
1_l_a_0018_o.jpg,l_a_0018_o.jpg,the cage,oepn,a cage,an iPhone,logical,Anaphora,Is [v1] [v2] ?,There is a bird and a cage by the window. It is open. ,1
0_l_a_0019.jpg,l_a_0019.jpg,the carrot,left,a carrot,a boy,logical,Anaphora,Did [v1] leave a hole ?,"I stuck a pin through a carrot. When I pulled the pin out, it left a hole. ",0
1_l_a_0019.jpg,l_a_0019.jpg,the carrot,had,a carrot,a girl,logical,Anaphora,Did [v1] have a hole ?,"I stuck a pin through a carrot. When I pulled the pin out, it had a hole. ",1
0_l_a_0019_n.jpg,l_a_0019_n.jpg,the crow,white,a crow,an iPad,logical,Anaphora,Is the color of [v1] [v2] ?,The girl feed the crow with milk. It is black. ,0
1_l_a_0019_n.jpg,l_a_0019_n.jpg,the milk,white,a girl,an iPad,logical,Anaphora,Is the color of [v1] [v2] ?,The girl feed the crow with milk. It is black. ,1
0_l_a_0019_n_o.jpg,l_a_0019_n_o.jpg,the phone,delicious,a phone,an iPad,logical,Anaphora,Is [v1] [v2] ?,There is a phone and a cake in the window. It is delicious. ,0
1_l_a_0019_n_o.jpg,l_a_0019_n_o.jpg,the cake,delicious,a cake,an iPad,logical,Anaphora,Is [v1] [v2] ?,There is a phone and a cake in the window. It is delicious. ,1
0_l_a_0019_o.jpg,l_a_0019_o.jpg,the bridge,flowing,a bridge,an iPad,logical,Anaphora,Is [v1] [v2] ?,There is a bridge and a river in the town. It is flowing rapidly. ,0
1_l_a_0019_o.jpg,l_a_0019_o.jpg,the river,flowing,a river,an iPad,logical,Anaphora,Is [v1] [v2] ?,There is a bridge and a river in the town. It is flowing rapidly. ,1
0_l_a_0020.jpg,l_a_0020.jpg,the pen,ink,a pen,a bag,logical,Anaphora,It got full of ink. Does it refer to [v1] ?,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea. ",0
1_l_a_0020.jpg,l_a_0020.jpg,the pen,coffee,a pen,a cake,logical,Anaphora,It got full of coffee. Does it refer to [v1] ?,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea. ",1
0_l_a_0020_n.jpg,l_a_0020_n.jpg,the crow,white,a crow,a tiger,logical,Anaphora,Is the color of [v1] [v2] ?,The boy feed the crow with milk. It is black. ,0
1_l_a_0020_n.jpg,l_a_0020_n.jpg,the milk,white,a boy,a tiger,logical,Anaphora,Is the color of [v1] [v2] ?,The boy feed the crow with milk. It is black. ,1
0_l_a_0020_n_o.jpg,l_a_0020_n_o.jpg,the shop sign,ringing,a shop sign,a tiger,logical,Anaphora,Is [v1] [v2] ?,There is a shop sign and a bell at the entrance. It is ringing.,0
1_l_a_0020_n_o.jpg,l_a_0020_n_o.jpg,the bell,ringing,a bell,a tiger,logical,Anaphora,Is [v1] [v2] ?,There is a shop sign and a bell at the entrance. It is ringing.,1
0_l_a_0020_o.jpg,l_a_0020_o.jpg,the cyclist,narrow,a cyclist,a tiger,logical,Anaphora,Is [v1] [v2] ?,There is a cyclist and a road in the countryside. It is narrow. ,0
1_l_a_0020_o.jpg,l_a_0020_o.jpg,the road,narrow,a road,a tiger,logical,Anaphora,Is [v1] [v2] ?,There is a cyclist and a road in the countryside. It is narrow. ,1
0_l_a_0021.jpg,l_a_0021.jpg,the doorway,wide,a table,a woman,logical,Anaphora,it is too wide. Does it refer to [v1] ?,The table won't fit through the doorway. ,0
1_l_a_0021.jpg,l_a_0021.jpg,the doorway,narrow,a table,a cake,logical,Anaphora,it is too narrow. Does it refer to [v1] ?,The table won't fit through the doorway. ,1
0_l_a_0021_n.jpg,l_a_0021_n.jpg,the crow,white,a crow,a menu,logical,Anaphora,Is the color of [v1] [v2] ?,The man feed the crow with milk. It is black. ,0
1_l_a_0021_n.jpg,l_a_0021_n.jpg,the milk,white,a man,a menu,logical,Anaphora,Is the color of [v1] [v2] ?,The man feed the crow with milk. It is black. ,1
0_l_a_0021_n_o.jpg,l_a_0021_n_o.jpg,the bird,empty,a bird,a menu,logical,Anaphora,Is [v1] [v2] ?,There is a bird and a feeder in the garden. It is empty. ,0
1_l_a_0021_n_o.jpg,l_a_0021_n_o.jpg,the feeder,empty,a feeder,a menu,logical,Anaphora,Is [v1] [v2] ?,There is a bird and a feeder in the garden. It is empty. ,1
0_l_a_0021_o.jpg,l_a_0021_o.jpg,the casher,handwritten,a casher,a tree,logical,Anaphora,Is [v1] [v2] ?,There is a casher and a menu by the counter. It is handwritten. ,0
1_l_a_0021_o.jpg,l_a_0021_o.jpg,the menu,handwritten,a menu,a tree,logical,Anaphora,Is [v1] [v2] ?,There is a casher and a menu by the counter. It is handwritten. ,1
0_l_a_9001.jpg,l_a_9001.jpg,the trophy,small,a trophy,a tree,Logical,Anaphora,It's too small. Does it refer to [v1] ?,The trophy doesn't fit into the brown suitcase. ,0
1_l_a_9001.jpg,l_a_9001.jpg,the trophy,large,a trophy,a tree,Logical,Anaphora,It's too large. Does it refer to [v1] ?,The trophy doesn't fit into the brown suitcase. ,1
0_l_a_9001_n.jpg,l_a_9001_n.jpg,the coffee,white,a glass,a ship,logical,Anaphora,Is the color of [v1] [v2] ?,The woman put the sugar cubes into a glass of coffee. It is white. ,0
1_l_a_9001_n.jpg,l_a_9001_n.jpg,the sugar cubes,white,a woman,a ship,logical,Anaphora,Is the color of [v1] [v2] ?,The woman put the sugar cubes into a glass of coffee. It is white. ,1
0_l_a_9001_n_o.jpg,l_a_9001_n_o.jpg,the harbor,moving,a harbor,a woman,logical,Anaphora,Is [v1] [v2] ?,There is a ship and a harbor in the city. It is moving slowly. ,0
1_l_a_9001_n_o.jpg,l_a_9001_n_o.jpg,the ship,moving,a ship,a woman,logical,Anaphora,Is [v1] [v2] ?,There is a ship and a harbor in the city. It is moving slowly. ,1
0_l_a_9001_o.jpg,l_a_9001_o.jpg,the vase,wilting,a vase,a ship,logical,Anaphora,Is [v1] [v2] ?,There is a vase and a flower on the shelf. It is wilting. ,0
1_l_a_9001_o.jpg,l_a_9001_o.jpg,the flower,wilting,a flower,a ship,logical,Anaphora,Is [v1] [v2] ?,There is a vase and a flower on the shelf. It is wilting. ,1
0_l_a_9003.jpg,l_a_9003.jpg,the son,weak,a son,a key,Logical,Anaphora,Was [v1] weak compared to the man?,The man couldn't lift his son because he was so weak. ,0
1_l_a_9003.jpg,l_a_9003.jpg,the son,heavy,a son,a key,Logical,Anaphora,Was [v1] heavy compared to the man?,The man couldn't lift his son because he was so heavy. ,1
0_l_a_9003_n.jpg,l_a_9003_n.jpg,the coffee,white,a glass,a car,logical,Anaphora,Is the color of [v1] [v2] ?,The man put the sugar cubes into a glass of coffee. It is white. ,0
1_l_a_9003_n.jpg,l_a_9003_n.jpg,the sugar cubes,white,a man,a car,logical,Anaphora,Is the color of [v1] [v2] ?,The man put the sugar cubes into a glass of coffee. It is white. ,1
0_l_a_9003_n_o.jpg,l_a_9003_n_o.jpg,the roof,smoking,a house,a battery,logical,Anaphora,Is [v1] [v2] ?,There is a roof and a chimney on the house. It is smoking. ,0
1_l_a_9003_n_o.jpg,l_a_9003_n_o.jpg,the chimney,smoking,a chimney,a battery,logical,Anaphora,Is [v1] [v2] ?,There is a roof and a chimney on the house. It is smoking. ,1
0_l_a_9003_o.jpg,l_a_9003_o.jpg,the basket,fresh,a basket,a battery,logical,Anaphora,Is [v1] [v2] ?,There is a basket and a loaf of bread in the kitchen. It is fresh. ,0
1_l_a_9003_o.jpg,l_a_9003_o.jpg,the bread,fresh,a bread,a battery,logical,Anaphora,Is [v1] [v2] ?,There is a basket and a loaf of bread in the kitchen. It is fresh. ,1
0_l_a_9004.jpg,l_a_9004.jpg,the table,steal,a table,a watermelon,Logical,Anaphora,Is [v1] made of steal?,The large ball crashed right through the table because it was made of steal. ,0
1_l_a_9004.jpg,l_a_9004.jpg,the table,styrofoam,a table,a watermelon,Logical,Anaphora,Is [v1] made of styrofoam?,The large ball crashed right through the table because it was made of styrofoam. ,1
0_l_a_9004_n.jpg,l_a_9004_n.jpg,the coffee,white,a glass,a submarine,logical,Anaphora,Is the color of [v1] [v2] ?,The boy put the sugar cubes into a glass of coffee. It is white. ,0
1_l_a_9004_n.jpg,l_a_9004_n.jpg,the sugar cubes,white,a boy,a submarine,logical,Anaphora,Is the color of [v1] [v2] ?,The boy put the sugar cubes into a glass of coffee. It is white. ,1
0_l_a_9004_n_o.jpg,l_a_9004_n_o.jpg,the lighthouse,anchored,a lighthouse,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a ship and a lighthouse on the shore. It is anchored. ,0
1_l_a_9004_n_o.jpg,l_a_9004_n_o.jpg,the ship,anchored,a ship,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a ship and a lighthouse on the shore. It is anchored. ,1
0_l_a_9004_o.jpg,l_a_9004_o.jpg,the suitcase,expired,a suitcase,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a suitcase and a passport on the ground. It is expired. ,0
1_l_a_9004_o.jpg,l_a_9004_o.jpg,the passport,expired,a passport,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a suitcase and a passport on the ground. It is expired. ,1
0_l_a_9007.jpg,l_a_9007.jpg,the hair,cleaned,hairs,a pen,Logical,Anaphora,It has to be cleaned. Does it refer to [v1] ?,The drain is clogged with hair. ,0
1_l_a_9007.jpg,l_a_9007.jpg,the hair,removed,hairs,a pen,Logical,Anaphora,It has to be removed. Does it refer to [v1] ?,The drain is clogged with hair. ,1
0_l_a_9007_n.jpg,l_a_9007_n.jpg,the coffee,white,a glass,a submarine,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put the sugar cubes into a glass of coffee. It is white. ,0
1_l_a_9007_n.jpg,l_a_9007_n.jpg,the sugar cubes,white,a girl,a submarine,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put the sugar cubes into a glass of coffee. It is white. ,1
0_l_a_9007_n_o.jpg,l_a_9007_n_o.jpg,the bottle,ringing,a bottle,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a phone and a bottle on the chair. It is ringing. ,0
1_l_a_9007_n_o.jpg,l_a_9007_n_o.jpg,the phone,ringing,a phone,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a phone and a bottle on the chair. It is ringing. ,1
0_l_a_9007_o.jpg,l_a_9007_o.jpg,the pillow,purring,a pillow,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a pillow on the sofa. It is purring. ,0
1_l_a_9007_o.jpg,l_a_9007_o.jpg,the cat,purring,a cat,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a cat and a pillow on the sofa. It is purring. ,1
0_l_a_9008.jpg,l_a_9008.jpg,the water bottle,lighter,a water bottle,a tree,Logical,Anaphora,Would [v1] be lighter after took out of the backpack?,I took the water bottle out of the backpack. ,0
1_l_a_9008.jpg,l_a_9008.jpg,the water bottle,handy,a water bottle,a tree,Logical,Anaphora,Would [v1] be handy after took out of the backpack?,I took the water bottle out of the backpack. ,1
0_l_a_9008_n.jpg,l_a_9008_n.jpg,the ice cubes,yellow,ice cubes,a submarine,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put the orange juice into a glass of ice cubes. It is yellow. ,0
1_l_a_9008_n.jpg,l_a_9008_n.jpg,the orange juice,yellow,a glass,a submarine,logical,Anaphora,Is the color of [v1] [v2] ?,The girl put the orange juice into a glass of ice cubes. It is yellow. ,1
0_l_a_9008_n_o.jpg,l_a_9008_n_o.jpg,the flower,buzzing,a flower,a submarine,logical,Anaphora,Is [v1] [v2] ?,There is a flower and a bee in the garden. It is buzzing. ,0
